HP:0000002	abnormality body height
HP:0002376	developmental loss milestones
HP:0002376	neurodevelopmental regression
HP:0002376	progressive psychomotor regression
HP:0002376	beginning infancy psychomotor regression
HP:0002376	childhood deterioration mental
HP:0002376	developmental regression
HP:0002376	infants psychomotor regression
HP:0002376	psychomotor regression
HP:0002378	hands tremors
HP:0002378	hands tremor
HP:0002378	hand tremor
HP:0002380	muscle twitch
HP:0002380	fasciculation muscle
HP:0002380	fasciculations
HP:0002380	fasciculation
HP:0002381	aphasia
HP:0002381	losing words
HP:0002381	loss words
HP:0002381	difficulty finding words
HP:0002383	encephalitis infectious
HP:0002383	brain inflammation
HP:0002384	complex partial seizure
HP:0002384	awareness localised loss seizure with
HP:0002384	awareness loss partial seizure with
HP:0002384	complex partial seizures
HP:0002384	awareness consciousness focal impairment or seizures with
HP:0002384	dyscognitive partial seizure
HP:0002384	awareness focal impaired seizure
HP:0002384	awareness impairment partial seizure with
HP:0002384	awareness focal impaired seizures
HP:0002384	dyscognitive localised seizure
HP:0002384	awareness focal impairment seizure with
HP:0002384	awareness impaired localised seizure with
HP:0002384	awareness localized loss seizure with
HP:0002384	dyscognitive localized seizure
HP:0002384	awareness impaired localized seizure with
HP:0002384	dyscognitive focal seizure
HP:0002384	complex focal seizures
HP:0002384	dyscognitive seizures
HP:0002384	awareness focal loss seizure with
HP:0002385	legs paralysis partial
HP:0002385	paraparesis
HP:0002389	cavum pellucidum septum widened
HP:0002389	cavum pellucidum septum
HP:0002389	cavum large pellucidi septi
HP:0002389	cavum pellucidum persistent septum
HP:0002390	arteriovenous malformation spinal
HP:0002392	complexes eeg polyspike wave with
HP:0002392	3 4 eeg hz multispike spike waves
HP:0002395	deep increased limbs lower reflexes tendon
HP:0002395	hyperreflexia leg
HP:0002395	hyperreflexia limbs lower
HP:0002395	hyperreflexia limb lower
HP:0002395	leg lower overactive reflex
HP:0002395	brisk extremity lower reflexes
HP:0002396	cogwheel rigidity
HP:0002398	anterior cells degeneration horn
HP:0002398	anterior cell cord degeneration horn spinal
HP:0002398	anterior cells cord degeneration horn spinal
HP:0002398	anterior cells cord horn loss spinal
HP:0002398	anterior cells horn loss progressive
HP:0002398	alpha anterior cells cord degeneration horn motor neurons spinal
HP:0002398	anterior cell horn loss
HP:0002401	episode like stroke
HP:0002401	episodes like stroke
HP:0002401	episodes strokelike
HP:0002403	positive romberg sign
HP:0002404	cerebellar peduncles thick
HP:0002404	cerebellar peduncle superior thickened
HP:0002406	limb movement uncoordinated
HP:0002406	dysmetria limb
HP:0002408	av cerebral malformation
HP:0002408	arteriovenous cerebral malformation
HP:0002410	aqueduct narrowing sylvius
HP:0002410	aqueduct stenosis sylvius
HP:0002410	aqueduct stenosis
HP:0002410	aqueductal stenosis
HP:0002411	myokymia
HP:0002414	spine split
HP:0002414	bifida spina
HP:0002415	brain degeneration matter white
HP:0002415	leukodystrophy
HP:0002416	cyst germinolytic subependymal
HP:0002416	cysts subependymal
HP:0002416	pseudocyst subependymal
HP:0002418	abnormality midbrain morphology
HP:0002418	abnormality midbrain
HP:0002418	abnormality mesencephalon
HP:0002418	abnormal midbrain shape
HP:0002418	abnormal midbrain morphology
HP:0002419	molar mri on sign tooth
HP:0002419	molar sign tooth
HP:0002419	brain imaging molar on sign tooth
HP:0002419	imaging molar on sign tooth
HP:0002421	control head poor
HP:0002423	long signs tract
HP:0002425	anarthria
HP:0002425	articulate loss speech
HP:0002427	expressive loss speech
HP:0002427	aphasia motor
HP:0002427	aphasia broca s
HP:0002427	aphasia expressive
HP:0002427	aphasia fluent non
HP:0002435	meningocele
HP:0002436	meningocele occipital
HP:0002438	cerebellar malformation
HP:0002439	dementia frontolimbic
HP:0002442	arithmetical calculations difficulty making
HP:0002442	dyscalculia
HP:0002444	hamartoma hypothalamic
HP:0002445	tetraplegia
HP:0002445	quadriplegia
HP:0002445	all four limbs paralysis
HP:0002446	astrocyte increase number
HP:0002446	astrocytosis
HP:0002448	brain disease progressive
HP:0002448	encephalopathy progressive
HP:0002450	abnormal motor neuron shape
HP:0002450	abnormal morphology motor neuron
HP:0002451	dystonia limb
HP:0002453	abnormal globus morphology pallidus
HP:0002454	anomaly eye globus pallidus tiger
HP:0002457	abnormal head movements
HP:0002460	distal limb weakness
HP:0002460	muscles outermost weakness
HP:0002460	distal limb muscle weakness
HP:0002460	distal due limbs muscle neuronopathy to weakness
HP:0002460	distal muscles weakness
HP:0002460	distal muscle weakness
HP:0002460	distal due limb muscle neuropathy peripheral to weakness
HP:0002460	distal muscular weakness
HP:0002460	distal paresis
HP:0002461	calcifications cerebellar dense dentate nucleus
HP:0002463	impairment language
HP:0002463	disorder language
HP:0002464	dysarthria spastic
HP:0002464	dysarthria rigid
HP:0002465	problems speaking
HP:0002465	poor speech
HP:0002465	difficulty speaking
HP:0002470	ataxia cerebellar nonprogressive
HP:0002472	cerebral cortex decreased volume
HP:0002472	cerebral cortex small
HP:0002474	delay expressive language
HP:0002474	deficit expressive language
HP:0002474	communication delay
HP:0002475	myelomeningocele
HP:0002475	meningomyelocele
HP:0002475	bifida cystica spina
HP:0002476	archaic reflex
HP:0002476	primitive reflex
HP:0002476	primitive reflexes
HP:0002478	progressive quadriparesis spastic
HP:0002478	progressive quadriplegia spastic
HP:0002480	encephalopathy hepatic
HP:0002483	bulbar signs
HP:0002486	after contraction delayed fibers muscle relaxation
HP:0002486	after contraction delayed fibres muscle relaxation
HP:0002486	myotonia
HP:0002487	hyperkinetic movements
HP:0002487	muscle spasms
HP:0002487	hyperkinesis
HP:0002487	hyperkinesia
HP:0002488	acute leukemias
HP:0002488	acute blood cancer
HP:0002488	acute leukemia
HP:0002488	acute leukaemia
HP:0002490	acid csf increased lactic
HP:0002490	csf increased lactate
HP:0002490	hyperlactatorachia
HP:0002490	cerebrospinal fluid increased lactate
HP:0002491	facial increased muscles tone
HP:0002491	facial increased muscles stiffness
HP:0002491	facial muscles spasticity
HP:0002492	abnormality corticospinal morphological tract
HP:0002492	corticospinal involvement pathways
HP:0002492	abnormality corticospinal tract
HP:0002493	dysfunction pyramidal tract
HP:0002493	dysfunction motor neuron upper
HP:0002493	corticospinal dysfunction tract
HP:0002494	abnormal eye movement rapid sleep
HP:0002494	abnormal rem sleep
HP:0002495	hypopallesthesia
HP:0002495	decreased sense vibration
HP:0002495	diminished sense vibratory
HP:0002495	impaired sense vibratory
HP:0002495	impaired sensation vibratory
HP:0002495	decreased sense vibratory
HP:0002497	ataxia spastic
HP:0002500	abnormal cerebral matter morphology white
HP:0002500	abnormalities cortical matter mri on seen white
HP:0002500	abnormality cerebral matter white
HP:0002500	alterations matter white
HP:0002500	abnormalities cerebral matter white
HP:0002500	leukoaraiosis
HP:0002500	abnormalities matter white
HP:0002500	abnormality matter subcortical white
HP:0002501	muscles pharyngeal spasticity
HP:0002503	degeneration spinocerebellar tract
HP:0002503	degeneration spinocerebellar
HP:0002503	degeneration spinocerebellar tracts
HP:0002504	brain calcification small vessels
HP:0002505	ability loss to walk
HP:0002505	ambulation loss
HP:0002506	atrophy cerebral diffuse
HP:0002507	holoprosencephaly semilobar
HP:0002508	brainstem malformation structures
HP:0002508	brainstem dysplasia hypoplasia
HP:0002508	brainstem dysplasia
HP:0002509	hypertonia limb
HP:0002509	arm increased leg muscle or tone
HP:0002510	quadriplegia spastic
HP:0002510	spastic tetraplegia
HP:0002511	alzheimer disease
HP:0002511	alzheimer disease familial form late onset
HP:0002512	brain compression stem
HP:0002514	calcification cerebral
HP:0002514	calcifications intracerebral
HP:0002514	brain calcification
HP:0002514	abnormal brain calcium deposits
HP:0002514	calcification intracranial
HP:0002514	calcifications intracranial
HP:0002515	waddling walk
HP:0002515	gait waddling
HP:0002516	increased intracranial pressure
HP:0002516	cerebri pseudotumor
HP:0002516	inside pressure rise skull
HP:0002516	hypertension intracranial
HP:0002516	elevation intracranial pressure
HP:0002518	abnormalities matter periventricular white
HP:0002518	abnormal matter morphology periventricular white
HP:0002518	abnormality matter periventricular white
HP:0002519	hallucinations hypnagogic
HP:0002521	hypsarrhythmia
HP:0002521	by eeg hypsarrhythmia
HP:0002522	absent limb lower reflexes tendon
HP:0002522	areflexia limbs lower
HP:0002524	cataplexy
HP:0002526	deficit nonword repetition
HP:0002527	falls
HP:0002528	degeneration granulovacuolar
HP:0002529	brain cells loss
HP:0002529	loss neuronal
HP:0002529	central loss nervous neuronal system
HP:0002529	cns loss neuronal
HP:0002530	dystonia truncal
HP:0002530	axial dystonia
HP:0002533	abnormal posturing
HP:0002536	disorganization gyral
HP:0002536	anomalies cerebral gyral
HP:0002536	abnormal gyration
HP:0002536	abnormal cortical gyration
HP:0002538	abnormal cerebral cortex morphology
HP:0002538	abnormality cerebral cortex
HP:0002539	cortical dysplasia
HP:0002539	dysplasia neocortical
HP:0002540	inability to walk
HP:0002540	ambulatory non
HP:0002542	degeneration olivopontocerebellar
HP:0002542	atrophy olivopontocerebellar
HP:0002544	retrocollis
HP:0002545	demyelination matter patchy subcortical white
HP:0002546	incomprehensible speech
HP:0002548	dopaminergic favorable medication parkinsonism response to with
HP:0002548	favourable levodopa response to
HP:0002548	dopaminergic favourable medication parkinsonism response to with
HP:0002548	favorable levodopa response to
HP:0002549	deficit non repetition word
HP:0002549	impaired non repetition word
HP:0002549	deficit memory phonologic short term
HP:0002550	absent facial hair
HP:0002552	generalized trichodysplasia
HP:0002552	trichodysplasia
HP:0002552	generalised trichodysplasia
HP:0002553	arched eyebrows high
HP:0002553	arched eyebrow highly
HP:0002553	bowed eyebrows slanting upward
HP:0002553	arched broad eyebrows
HP:0002553	eyebrows flared thick
HP:0002553	eyebrows high rounded
HP:0002553	arched eyebrows
HP:0002555	absent hair pubic
HP:0002557	hypoplasia nipple
HP:0002557	hypoplastic nipples
HP:0002557	nipples small
HP:0002558	accessory mamilla
HP:0002558	nipple supernumerary
HP:0002558	nipples supernumerary
HP:0002558	accessory nipples
HP:0002558	accessory nipple
HP:0002558	accessory mamillas
HP:0002558	increased nipple number
HP:0002561	athelia
HP:0002561	absent nipple
HP:0002561	absent nipples
HP:0002562	low nipples set
HP:0002563	constrictive pericarditis
HP:0002566	intestinal malrotation
HP:0002566	malrotation
HP:0002566	gut malrotation
HP:0002570	fat feces
HP:0002570	fatty stool
HP:0002570	faeces fat
HP:0002570	greasy stools
HP:0002570	steatorrhea
HP:0002571	achalasia
HP:0002571	achalasia oesophagus
HP:0002571	achalasia esophagus
HP:0002572	frequent vomiting
HP:0002572	episodic vomiting
HP:0002573	bleeding rectal recurrent
HP:0002573	hematochezia
HP:0002573	bleeding rectal
HP:0002574	abdominal episodic pain
HP:0002574	abdominal intermittent pain
HP:0002575	abnormal between connection esophagus trachea
HP:0002575	fistula tracheoesophageal
HP:0002575	abnormal between connection oesophagus trachea
HP:0002576	intussusception
HP:0002577	abnormality stomach
HP:0002577	abnormal morphology stomach
HP:0002578	delayed emptying gastric
HP:0002578	gastroparesis
HP:0002579	dysmotility gastrointestinal
HP:0002579	dysmotility gi
HP:0002580	volvulus
HP:0002582	atrophic gastritis
HP:0002582	atrophic chronic gastritis
HP:0002583	colitis
HP:0002584	haemorrhage intestinal
HP:0002584	bleeding intestinal
HP:0002584	hemorrhage intestinal
HP:0002585	abnormality peritoneum
HP:0002586	peritonitis
HP:0002586	inflammation peritoneum
HP:0002587	projectile vomiting
HP:0002588	duodenal ulcer
HP:0002589	atresia gi
HP:0002589	atresia gastrointestinal
HP:0002590	ileus paralytic
HP:0002591	hyperphagia
HP:0002591	polyphagia
HP:0002591	appetite increased
HP:0002591	appetite voracious
HP:0002592	stomach ulcer
HP:0002592	gastric ulcer
HP:0002593	intestinal lymphangiectasia
HP:0002594	hypoplasia pancreatic
HP:0002594	pancreas underdeveloped
HP:0002594	hypoplastic pancreas
HP:0002595	ileus
HP:0002595	atony gastrointestinal
HP:0002597	abnormality vasculature
HP:0002597	abnormality blood vessels
HP:0002597	abnormalities vascular
HP:0002599	head titubation
HP:0002600	areflexia hyporeflexia limbs lower
HP:0002600	hyporeflexia limbs lower
HP:0002601	big extensor muscles paresis toe
HP:0002604	gi telangiectasia
HP:0002604	gastrointestinal telangiectasia
HP:0002604	blood enlarged near skin small vessels
HP:0002605	hepatic necrosis
HP:0002607	bowel incontinence
HP:0002607	bowel control loss
HP:0002607	fecal incontinence
HP:0002607	faecal incontinence
HP:0002607	anal incontinence
HP:0002608	celiac disease
HP:0002608	celiac sprue
HP:0002608	coeliac sprue
HP:0002608	coeliac disease
HP:0002611	cholestatic disease liver
HP:0002612	at birth buildup connective excessive liver scarring tissue
HP:0002613	biliary cirrhosis
HP:0002613	biliary cirrhosis primary
HP:0002614	hepatic necrosis periportal
HP:0002615	blood low pressure
HP:0002615	arterial hypotension
HP:0002615	hypotension
HP:0002616	aortic dilatation root
HP:0002616	artery away blood bulge carries from heart large root that wall
HP:0002616	aneurysm aortic root
HP:0002616	aortic diameter increased root
HP:0002617	dilatation vascular
HP:0002617	aneurysmal dilatation
HP:0002617	aneurysms
HP:0002617	aneurysm
HP:0002617	gap opening or than typical wider
HP:0002617	aneurysmal disease
HP:0002619	varicose veins
HP:0002621	arteries hardening narrowing
HP:0002621	atherosclerotic cardiovascular disease
HP:0002621	arteries build plaque up
HP:0002621	atherosclerosis
HP:0002623	aortic overriding valve
HP:0002623	aorta dextroposition
HP:0002623	aorta overriding
HP:0002624	abnormal morphology venous
HP:0002624	abnormality venous
HP:0002624	abnormal vein
HP:0002625	deep thrombosis vein
HP:0002625	a blood clot deep vein
HP:0002625	deep multiple thrombosis venous
HP:0002625	deep thrombosis venous
HP:0002626	celiac mesenteric varicosities venous vessels
HP:0002626	coeliac mesenteric varicosities venous vessels
HP:0002627	aortic arch branching image mirror right with
HP:0002629	arteriovenous gastrointestinal malformation
HP:0002629	arteriovenous gi malformation
HP:0002630	fat malabsorption
HP:0002632	bp low normal to
HP:0002632	blood low normal pressure to
HP:0002633	angiitis
HP:0002633	vasculitis
HP:0002633	blood inflammation vessel
HP:0002634	artery hardened wall
HP:0002634	arteriosclerosis
HP:0002635	atheromatosis
HP:0002635	atherosclerotic iv lesion type
HP:0002636	abdominal an aneurysm artery
HP:0002636	abdominal an artery dilatation
HP:0002637	cerebrovascular ischemia
HP:0002637	brain ischemia
HP:0002637	blood brain disruption oxygen supply to
HP:0002637	cerebral ischemia
HP:0002638	superficial thrombophlebitis
HP:0002639	budd chiari syndrome
HP:0002640	associated hypertension pheochromocytoma with
HP:0002641	peripheral thrombosis
HP:0002641	blood clot peripheral
HP:0002642	arteriovenous coeliac fistulas mesenteric vessels
HP:0002642	arteriovenous celiac fistulas mesenteric vessels
HP:0002643	distress neonatal respiratory
HP:0002644	abnormality girdle pelvic
HP:0002644	abnormal bone girdle morphology pelvic
HP:0002644	abnormality bone girdle morphology pelvic
HP:0002644	abnormal bone girdle pelvic shape
HP:0002645	bones wormian
HP:0002645	bone cranial islands sutures within
HP:0002645	bones cranial extra sutures within
HP:0002645	bones intra sutural
HP:0002645	bones intrasutural
HP:0002647	aortic dissection
HP:0002647	artery away blood carries from heart inner large tear that wall
